theorem,mutant,result,encoding,nunchaku,recovery
Int.zero_ne_negSucc,0,UNSAT,3,54,0
Int.eq_one_of_mul_eq_self_right,0,UNKNOWN,5,10273,0
Int.ofNat_mul_negOfNat,0,UNSAT,8,53,1
Int.negSucc_mul_subNatNat,0,UNKNOWN,10,11077,0
Int.one_mul,0,UNKNOWN,5,10227,0
Int.eq_of_mul_eq_mul_left,0,UNKNOWN,8,11075,0
Int.neg_add,0,UNKNOWN,14,11079,0
Int.ofNat_eq_zero,0,UNSAT,5,552,0
Int.sub_eq_zero,0,UNKNOWN,13,11074,0
Int.add_assoc,0,UNKNOWN,6,11078,0
Int.mul_eq_mul_left_iff,0,UNKNOWN,5,11081,0
Int.add_sub_assoc,0,UNKNOWN,9,11071,0
Int.ofNat_mul,0,UNSAT,9,54,0
Int.neg_eq_comm,0,UNSAT,6,153,0
Int.neg_eq_neg_one_mul,0,UNKNOWN,6,10227,0
Int.sub_eq_add_neg,0,UNSAT,9,1506,0
Int.add_right_neg,0,UNKNOWN,9,11077,1
Int.neg_mul_eq_neg_mul,0,UNKNOWN,8,11081,0
Int.mul_assoc,0,UNKNOWN,7,11078,1
Int.ofNat_mul_negSucc,0,UNSAT,5,52,0
Int.subNatNat_add,0,UNKNOWN,9,11067,1
Int.eq_neg_comm,0,UNSAT,4,152,0
Int.negOfNat_mul_negSucc,0,UNKNOWN,3,11077,0
Int.subNatNat_eq_coe,0,UNKNOWN,7,11082,1
Int.sub_right_inj,0,UNKNOWN,7,11078,0
Int.sub_sub_self,0,UNKNOWN,10,11076,1
Int.subNatNat_add_right,0,UNKNOWN,4,11075,0
Int.negSucc_eq_neg_ofNat_iff,0,UNSAT,6,104,0
Int.natCast_mul,0,UNSAT,3,53,0
Int.instLawfulIdentityHAddOfNat,0,SAT,12,1707,0
Int.natCast_succ,0,UNSAT,7,53,0
Int.add_neg_one,0,UNSAT,9,53,0
Int.natCast_add,0,UNSAT,7,53,0
Int.add_left_cancel,0,UNKNOWN,11,11082,0
Int.mul_right_comm,0,UNKNOWN,6,11079,0
Int.negSucc_ne_zero,0,UNSAT,3,403,0
Int.neg_eq_zero,0,UNSAT,4,52,0
Int.beq'_eq,0,ERR_ENCODING,0,0,0
Int.neg_eq_of_add_eq_zero,0,UNKNOWN,6,11082,0
Int.neg_mul_eq_mul_neg,0,UNSAT,6,1003,0
Int.sub_left_inj,0,UNKNOWN,7,11081,1
Int.neg_mul_comm,0,UNKNOWN,9,11076,1
Int.mul_neg_one,0,UNKNOWN,8,10224,0
Int.mul_def,0,UNSAT,3,53,0
Int.ofNat_add_negSucc_of_lt,0,UNKNOWN,14,11081,1
Int.add_left_inj,0,UNKNOWN,5,11077,0
Int.instAssociativeHMul,0,SAT,6,804,0
Int.neg_negSucc,0,UNSAT,7,55,0
Int.sub_eq_iff_eq_add,0,UNKNOWN,10,11076,1
Int.mul_sub,0,UNKNOWN,14,11078,0
Int.ofNat_add_negSucc,0,UNSAT,5,52,1
Int.mul_add,0,UNKNOWN,10,11070,0
Int.two_mul,0,UNKNOWN,10,11078,0
Int.sub_neg,0,UNSAT,7,252,0
Int.instCommutativeHAdd,0,SAT,6,1556,0
Int.instCommutativeHMul,0,SAT,10,6270,0
Int.beq'_eq_beq,0,ERR_ENCODING,1,0,0
Int.ofNat_mul_subNatNat,0,UNKNOWN,8,11070,0
Int.neg_neg,0,UNSAT,8,54,0
Int.toNat_sub,0,UNKNOWN,13,11073,0
Int.subNat_eq_zero_iff,0,UNKNOWN,6,11072,0
Int.natCast_zero,0,UNSAT,3,53,0
Int.ofNat_inj,0,UNSAT,4,103,0
Int.sub_add_cancel,0,UNKNOWN,6,11079,1
Int.natAbs_cast,0,UNSAT,4,553,0
Int.eq_of_mul_eq_mul_right,0,UNKNOWN,7,11070,1
Int.subNatNat_add_left,0,UNKNOWN,11,11078,0
Int.add_left_comm,0,UNKNOWN,10,11077,0
Int.neg_sub,0,UNKNOWN,10,11082,0
Int.ofNat_add,0,UNSAT,5,1154,0
Int.add_neg_eq_sub,0,UNSAT,13,52,0
Int.mul_ne_zero_iff,0,UNKNOWN,5,10272,1
Int.negSucc_mul_negOfNat,0,UNSAT,6,54,0
Int.ofNat_sub,0,UNKNOWN,15,11077,0
Int.wlog_sign,0,UNKNOWN,3,11075,0
Int.beq'_ne,0,ERR_ENCODING,2,0,0
Int.subNatNat_of_le,0,UNKNOWN,18,11076,0
Int.negOfNat_eq,0,UNSAT,5,52,0
Int.negSucc_add_ofNat,0,UNSAT,9,52,0
Int.mul_one,0,UNKNOWN,3,10227,1
Int.mul_left_comm,0,UNKNOWN,8,11078,0
