theorem,mutant,result,encoding,nunchaku,recovery
Nat.pow_dvd_pow_iff_le_right',0,UNKNOWN,14,11076,0
Nat.mod_eq_iff_lt,0,UNKNOWN,14,11075,1
Nat.add_right_max_self,0,UNKNOWN,15,11070,0
Nat.mul_div_mul_comm,0,UNKNOWN,11,11070,0
Nat.mul_ne_mul_right,0,UNKNOWN,5,11076,0
Nat.add_left_max_self,0,UNKNOWN,14,11077,0
Nat.pow_mul,0,UNKNOWN,5,11079,0
Nat.sub_mod_eq_zero_of_mod_eq,0,UNKNOWN,11,11078,0
Nat.sub_one,0,UNSAT,3,54,0
Nat.lt_div_mul_add,0,UNKNOWN,17,11076,0
Nat.dvd_iff_le_div_mul,0,UNKNOWN,20,11076,1
Nat.mul_ne_zero,0,UNSAT,4,54,0
Nat.pow_lt_pow_iff_pow_mul_le_pow,0,UNKNOWN,15,11126,0
Nat.pow_lt_pow_iff_left,0,UNKNOWN,18,11075,0
Nat.mul_pos_iff_of_pos_left,0,UNKNOWN,13,11072,0
Nat.lt_div_iff_mul_lt_of_dvd,0,UNKNOWN,15,11077,1
Nat.pow_le_pow_of_le,0,UNKNOWN,17,11120,1
Nat.add_eq_right,0,UNKNOWN,3,10273,0
Nat.le_of_lt_add_of_dvd,0,UNKNOWN,13,11076,0
Nat.div_eq_iff_eq_mul_right,0,UNKNOWN,19,11078,1
Nat.pow_dvd_pow,0,UNKNOWN,9,11071,0
Nat.le_of_sub_le_sub_left,0,UNKNOWN,16,11071,0
Nat.zero_eq_mul,0,UNKNOWN,3,10371,0
Nat.self_add_sub_one,0,UNKNOWN,4,10225,0
Nat.lt_pow_self,0,UNKNOWN,15,11072,0
Nat.pos_of_lt_mul_left,0,UNKNOWN,12,10276,0
Nat.add_mod_eq_ite,0,UNKNOWN,18,11077,0
Nat.pow_eq,0,UNSAT,3,53,0
Nat.mul_self_le_mul_self_iff,0,UNKNOWN,15,11079,0
Nat.sub_le_iff_le_add,0,UNKNOWN,37,11080,0
Nat.eq_zero_of_two_mul_le,0,UNKNOWN,12,11077,0
Nat.lt_of_pow_dvd_right,0,UNKNOWN,14,11076,1
Nat.pow_self_mul_pow_self_le,0,UNKNOWN,15,11127,1
Nat.one_mod_two_pow,0,UNSAT,17,2808,1
Nat.add_eq_one_iff,0,UNSAT,2,53,0
Nat.succ_sub_sub_succ,0,UNKNOWN,3,11081,0
Nat.add_lt_of_lt_sub',0,UNKNOWN,18,11080,0
Nat.le_sub_of_add_le',0,UNKNOWN,10,11069,0
Nat.div_div_div_eq_div,0,UNKNOWN,11,11075,1
Nat.exists_ne_zero,0,UNKNOWN,3,11073,0
Nat.eq_mul_of_div_eq_right,0,UNKNOWN,18,11077,0
Nat.eq_zero_of_add_eq_zero_right,0,UNSAT,2,403,0
Nat.le_mul_of_pos_right,0,UNKNOWN,17,11032,0
Nat.min_self_assoc,0,UNKNOWN,11,6965,0
Nat.add_one_mul_add_one,0,UNKNOWN,2,11074,0
Nat.eq_one_of_mul_eq_one_left,0,UNKNOWN,3,10325,0
Nat.log2_lt,0,ERR_ENCODING,30,0,0
Nat.mul_div_le_mul_div_assoc,0,UNKNOWN,44,11077,1
Nat.mod_succ_eq_iff_lt,0,UNKNOWN,14,11076,0
Nat.pow_lt_pow_iff_right,0,UNKNOWN,10,11076,0
Nat.min_eq_zero_iff,0,UNKNOWN,12,11075,0
Nat.sub_min_sub_left,0,UNKNOWN,15,7616,0
Nat.pred_add_self,0,UNKNOWN,2,10274,0
Nat.one_lt_two_pow',0,UNKNOWN,19,11074,0
Nat.le_mul_self,0,UNKNOWN,16,11075,1
Nat.max_assoc,0,UNKNOWN,16,7017,0
Nat.max_eq_zero_iff,0,UNKNOWN,17,11069,0
Nat.one_lt_mul_iff,0,UNKNOWN,10,11065,0
Nat.add_eq_three_iff,0,UNSAT,4,53,0
Nat.self_eq_add_left,0,UNKNOWN,3,10324,0
Nat.succ_le_iff,0,UNSAT,18,53,0
Nat.mul_self_inj,0,UNKNOWN,3,11079,0
Nat.one_add,0,UNKNOWN,3,10322,0
Nat.lt_mul_div_succ,0,UNKNOWN,13,11079,0
Nat.one_lt_two_pow_iff,0,UNKNOWN,11,11071,0
Nat.mul_lt_mul_pow_succ,0,UNKNOWN,10,11080,0
Nat.mul_eq_left,0,UNKNOWN,4,10227,0
Nat.eq_div_iff_mul_eq_left,0,UNKNOWN,17,11064,1
Nat.two_pow_pred_add_two_pow_pred,0,UNKNOWN,10,11076,0
Nat.lt_iff_add_one_le,0,UNSAT,11,52,1
Nat.one_le_iff_ne_zero,0,UNKNOWN,9,10275,0
Nat.mod_add_div',0,UNKNOWN,18,11078,0
Nat.lt_add_right_iff_pos,0,UNKNOWN,14,11072,0
Nat.pow_add,0,UNKNOWN,5,11082,0
Nat.min_add_left_self,0,UNKNOWN,19,11077,1
Nat.pow_mod,0,UNKNOWN,11,11123,0
Nat.shiftLeft_add,0,UNKNOWN,4,11077,0
Nat.self_add_pred,0,UNKNOWN,2,10221,0
Nat.not_dvd_of_lt_of_lt_mul_succ,0,UNKNOWN,17,11077,1
Nat.mod_two_not_eq_zero,0,UNKNOWN,10,11076,0
Nat.pow_dvd_pow_iff_pow_le_pow,0,UNKNOWN,10,11073,0
Nat.one_le_div_iff,0,UNKNOWN,10,11078,1
Nat.sub_max_sub_right,0,UNKNOWN,21,11077,0
Nat.add_lt_add_iff_right,0,UNKNOWN,14,11074,0
Nat.pow_div,0,UNKNOWN,15,11127,0
Nat.sub_lt_of_pos_le,0,UNKNOWN,15,11078,0
Nat.one_lt_pow,0,UNKNOWN,11,11078,0
Nat.add_lt_add_of_lt_of_le,0,UNKNOWN,11,11075,0
Nat.sub_eq_max_sub,0,UNKNOWN,20,11078,1
Nat.add_mod_mod,0,UNKNOWN,18,11077,0
Nat.succ_mod_succ_eq_zero_iff,0,UNKNOWN,17,11077,1
Nat.self_eq_add_right,0,UNKNOWN,3,11075,0
Nat.mul_right_inj,0,UNKNOWN,4,11079,0
Nat.le_sub_iff_add_le,0,UNKNOWN,16,11074,0
Nat.div_mul_div_comm,0,UNKNOWN,11,11069,1
Nat.log2_zero,0,ERR_ENCODING,0,0,0
Nat.pow_eq_self_iff,0,UNKNOWN,9,11079,0
Nat.sub_eq_sub_min,0,UNKNOWN,18,11073,0
Nat.log2_two_pow,0,ERR_ENCODING,1,0,0
Nat.dvd_of_pow_dvd,0,UNKNOWN,9,11072,0
Nat.add_lt_add_iff_left,0,UNKNOWN,18,11078,1
Nat.le_iff_lt_add_one,0,UNKNOWN,17,11078,1
Nat.succ_eq_one_add,0,UNKNOWN,3,10327,0
Nat.mul_lt_mul_of_lt_of_lt,0,UNKNOWN,15,11078,0
Nat.lt_of_add_lt_add_right,0,UNKNOWN,17,11076,0
Nat.div_dvd_div,0,UNKNOWN,15,11028,0
Nat.mul_dvd_mul_iff_left,0,UNKNOWN,9,11070,0
Nat.shiftLeft_zero,0,UNSAT,2,52,0
Nat.div_two_le_of_sub_le_div_two,0,UNKNOWN,15,11077,0
Nat.pred_eq_of_eq_succ,0,UNSAT,4,54,0
Nat.pos_of_mul_pos_right,0,UNKNOWN,10,11071,1
Nat.exists_lt_succ_right',0,UNSAT,11,6559,0
Nat.div_mul_div_le,0,UNKNOWN,22,11081,0
Nat.lt_sub_iff_add_lt,0,UNKNOWN,15,11077,0
Nat.add_right_eq_self,0,UNKNOWN,3,11077,0
Nat.succ_mul_pos,0,UNKNOWN,11,11073,1
Nat.zero_pow,0,UNSAT,14,53,0
Nat.mod_two_not_eq_one,0,UNKNOWN,15,11076,1
Nat.one_le_two_pow,0,UNKNOWN,10,11077,0
Nat.div_le_div_right,0,UNKNOWN,11,11077,0
Nat.mod_two_bne_zero,0,UNKNOWN,27,11076,1
Nat.mod_eq_sub,0,UNKNOWN,12,11080,0
Nat.add_le_of_le_sub',0,UNKNOWN,18,11067,0
Nat.sub_eq_of_eq_add',0,UNKNOWN,1,11074,0
Nat.mul_sub_mul_div_of_dvd,0,UNKNOWN,11,11077,1
Nat.shiftLeft_shiftRight,0,UNKNOWN,14,11180,0
Nat.pow_succ',0,UNKNOWN,2,11073,0
Nat.add_eq_zero,0,UNSAT,3,53,0
Nat.sub_eq_zero_iff_le,0,UNKNOWN,16,11078,0
Nat.add_eq_max_iff,0,UNKNOWN,18,11082,0
Nat.add_add_add_comm,0,UNKNOWN,2,11075,0
Nat.succ_ne_succ,0,UNSAT,3,54,0
Nat.pred_le_iff,0,UNKNOWN,13,11080,0
Nat.succ_add_eq_add_succ,0,UNKNOWN,2,10325,1
Nat.dvd_mul_of_div_dvd,0,UNKNOWN,13,11072,1
Nat.two_pow_pred_mod_two_pow,0,UNKNOWN,11,11127,1
Nat.instLawfulIdentityMaxOfNat,0,UNKNOWN,24,7367,1
Nat.max_add_right_self,0,UNKNOWN,15,11074,0
Nat.not_dvd_iff_lt_mul_succ,0,UNKNOWN,17,11072,0
Nat.sub_add_sub_cancel,0,UNKNOWN,10,11077,1
Nat.sub_pos_iff_lt,0,UNKNOWN,11,11078,0
Nat.div_eq_iff_eq_mul_left,0,UNKNOWN,16,11077,1
Nat.mul_sub_div_of_dvd,0,UNKNOWN,17,11076,1
Nat.max_add_left_self,0,UNKNOWN,12,11068,1
Nat.div_mul_right_comm,0,UNKNOWN,16,11077,0
Nat.mul_self_le_mul_self,0,UNKNOWN,10,11073,0
Nat.eq_zero_of_mul_le,0,UNKNOWN,21,11079,0
Nat.sum_pos_iff_exists_pos,0,UNKNOWN,31,10323,1
Nat.mod_two_pow_self,0,UNKNOWN,11,11079,0
Nat.le_add_one_iff,0,UNKNOWN,12,11073,0
Nat.mul_add_mod_of_lt,0,UNKNOWN,11,11080,0
Nat.shiftLeft_succ_inside,0,UNSAT,4,54,0
Nat.log2_eq_iff,0,ERR_ENCODING,1,0,0
Nat.ne_zero_of_mul_ne_zero_left,0,UNKNOWN,4,10375,0
Nat.one_lt_pow_iff,0,UNKNOWN,17,11078,1
Nat.pos_of_lt_add_right,0,UNKNOWN,25,11076,1
Nat.dvd_iff_div_mul_eq,0,UNKNOWN,18,11076,0
Nat.mul_add_mod',0,UNKNOWN,17,11075,1
Nat.one_add_le_iff,0,UNKNOWN,15,11077,0
Nat.pred_eq_self_iff,0,UNSAT,4,54,0
Nat.shiftRight_succ_inside,0,UNKNOWN,17,11125,0
Nat.pow_right_inj,0,UNKNOWN,11,11080,0
Nat.min_self,0,UNKNOWN,18,11079,0
Nat.pred_sub,0,UNKNOWN,3,10227,0
Nat.one_lt_two_pow,0,UNKNOWN,16,11085,1
Nat.lt_pred_iff,0,UNKNOWN,23,11080,0
Nat.two_pow_pred_mul_two,0,UNSAT,11,102,0
Nat.lt_sub_iff_add_lt',0,UNKNOWN,9,11068,0
Nat.dvd_add_left,0,UNKNOWN,3,11077,0
Nat.mod_div_self,0,UNKNOWN,19,11078,0
Nat.add_sub_one_le_mul,0,UNKNOWN,14,11078,0
Nat.dvd_div_of_mul_dvd,0,UNKNOWN,17,11075,0
Nat.pow_lt_pow_succ,0,UNKNOWN,16,11119,1
Nat.sub_lt_add_one,0,UNKNOWN,17,11079,0
Nat.le_iff_ne_zero_of_dvd,0,UNKNOWN,10,11074,0
Nat.self_sub_mod,0,UNKNOWN,21,11073,1
Nat.max_right_comm,0,UNKNOWN,16,7217,0
Nat.exists_lt_succ_right,0,UNSAT,17,6513,0
Nat.div_lt_one_iff,0,UNKNOWN,14,11081,0
Nat.mul_left_cancel_iff,0,UNKNOWN,11,11083,0
Nat.sub_sub_eq_min,0,UNKNOWN,17,11070,0
Nat.le_div_two_of_div_two_lt_sub,0,UNKNOWN,17,11081,0
Nat.div_lt_div_of_lt_of_dvd,0,UNKNOWN,16,11073,0
Nat.sub_add_lt_sub,0,UNKNOWN,15,11076,0
Nat.mul_right_cancel_iff,0,UNKNOWN,15,11076,1
Nat.div_eq_iff_eq_of_dvd_dvd,0,UNKNOWN,18,11079,1
Nat.mod_mul_mod,0,UNKNOWN,11,11075,0
Nat.max_self,0,UNKNOWN,12,11072,0
Nat.succ_mul_succ_eq,0,UNKNOWN,5,11079,0
Nat.exists_add_one_eq,0,UNKNOWN,17,11075,0
Nat.lt_add_left_iff_pos,0,UNKNOWN,10,11078,0
Nat.pow_dvd_of_le_of_pow_dvd,0,UNKNOWN,9,11071,0
Nat.mul_right_cancel,0,UNKNOWN,9,11078,0
Nat.pow_pos_iff,0,UNKNOWN,17,11079,0
Nat.mul_ne_mul_left,0,UNKNOWN,4,11079,0
Nat.forall_lt_succ_left,0,UNKNOWN,17,11077,0
Nat.pow_dvd_pow_iff_le_right,0,UNKNOWN,10,11073,0
Nat.pow_self_pos,0,UNKNOWN,10,11079,0
Nat.lt_mul_iff_one_lt_left,0,UNKNOWN,20,11079,0
Nat.mod_two_ne_zero,0,UNKNOWN,13,11074,1
Nat.mul_lt_mul'',0,UNKNOWN,9,11077,0
Nat.sub_le_iff_le_add',0,UNKNOWN,17,11079,0
Nat.pow_two_sub_pow_two,0,UNKNOWN,6,11076,0
Nat.one_add_sub_one,0,UNKNOWN,5,10266,0
Nat.lt_mul_of_div_lt,0,UNKNOWN,16,11074,1
Nat.lt_iff_le_pred,0,UNKNOWN,10,11066,0
Nat.two_pow_sub_two_pow_pred,0,UNKNOWN,12,11073,1
Nat.mul_div_lt_iff_not_dvd,0,UNKNOWN,14,11069,0
Nat.sub_sub_sub_cancel_right,0,UNKNOWN,14,11078,0
Nat.exists_lt_succ_left,0,UNKNOWN,14,11070,0
Nat.add_mod_eq_add_mod_left,0,UNKNOWN,15,11079,0
Nat.mod_eq_sub_iff,0,UNKNOWN,17,11073,0
Nat.mul_self_lt_mul_self_iff,0,UNKNOWN,18,11072,0
Nat.sub_le_sub_iff_left,0,UNKNOWN,16,11080,0
Nat.forall_lt_succ_right,0,UNSAT,17,8369,0
Nat.mul_add_mod,0,UNKNOWN,14,11077,1
Nat.add_self_ne_one,0,UNSAT,3,54,0
Nat.mul_mod,0,UNKNOWN,17,11076,0
Nat.sub_add_comm,0,UNKNOWN,16,11078,0
Nat.sub_add_min_cancel,0,UNKNOWN,15,11077,1
Nat.add_left_eq_self,0,UNKNOWN,2,10326,0
Nat.left_eq_add,0,UNKNOWN,4,11073,0
Nat.add_right_min_self,0,UNKNOWN,17,11074,0
Nat.pow_lt_pow_of_lt,0,UNKNOWN,17,11073,0
Nat.lt_iff_lt_of_mul_eq_mul,0,UNKNOWN,9,11077,0
Nat.div_pow,0,UNKNOWN,16,11133,0
Nat.add_left_inj,0,UNKNOWN,4,11079,0
Nat.add_eq_zero_iff,0,UNSAT,4,52,0
Nat.ne_zero_of_mul_ne_zero_right,0,UNSAT,4,53,0
Nat.pow_eq_one,0,UNKNOWN,3,10774,0
Nat.log2_self_le,0,ERR_ENCODING,12,0,0
Nat.dvd_sub_mod,0,UNKNOWN,15,6615,0
Nat.min_left_comm,0,UNKNOWN,16,6917,0
Nat.two_pow_pred_lt_two_pow,0,UNKNOWN,9,11120,0
Nat.pow_le_pow_iff_left,0,UNKNOWN,23,11072,0
Nat.eq_sub_of_add_eq',0,UNKNOWN,4,11076,0
Nat.one_pow,0,UNKNOWN,4,10274,0
Nat.le_pow,0,UNKNOWN,17,11078,1
Nat.one_mod,0,UNSAT,14,503,0
Nat.one_shiftLeft,0,UNKNOWN,4,11078,0
Nat.sub_right_comm,0,UNKNOWN,3,11072,0
Nat.lt_log2_self,0,ERR_ENCODING,9,0,0
Nat.pow_lt_pow_right,0,UNKNOWN,9,11077,0
Nat.add_right_inj,0,UNKNOWN,4,11076,0
Nat.div_le_iff_le_mul_add_pred,0,UNKNOWN,12,11031,0
Nat.instIdempotentOpMax,0,UNKNOWN,19,7765,0
Nat.lt_div_iff_mul_lt',0,UNKNOWN,17,11072,1
Nat.pos_of_mul_pos_left,0,UNKNOWN,10,10226,0
Nat.add_left_min_self,0,UNKNOWN,17,11076,0
Nat.exists_eq_add_of_le,0,UNKNOWN,15,11072,1
Nat.lt_mul_iff_one_lt_right,0,UNKNOWN,16,11077,0
Nat.mod_succ,0,UNKNOWN,16,11076,0
Nat.exists_eq_add_one,0,UNKNOWN,15,11078,0
Nat.sub_one_lt_of_le,0,UNSAT,16,52,0
Nat.mul_eq_zero,0,UNKNOWN,2,10481,0
Nat.pow_eq_zero,0,UNKNOWN,4,10271,0
Nat.le_log2,0,ERR_ENCODING,11,0,0
Nat.min_assoc,0,UNKNOWN,14,7917,0
Nat.add_left_cancel_iff,0,UNKNOWN,2,11074,0
Nat.sub_min_sub_right,0,UNKNOWN,14,11076,1
Nat.add_sub_sub_add_right,0,UNKNOWN,2,11065,0
Nat.mul_lt_mul_of_le_of_lt',0,UNKNOWN,10,11079,0
Nat.sub_one_sub_lt,0,UNKNOWN,10,11076,0
Nat.le_or_le_of_add_eq_add_pred,0,UNKNOWN,14,11077,0
Nat.le_self_pow,0,UNKNOWN,17,11074,0
Nat.mul_div_right_comm,0,UNKNOWN,15,11072,1
Nat.sub_lt_sub_iff_right,0,UNKNOWN,19,11077,0
Nat.le_of_mod_lt,0,UNKNOWN,15,11076,0
Nat.pow_sub_mul_pow,0,UNKNOWN,21,11078,0
Nat.not_dvd_of_pos_of_lt,0,UNKNOWN,11,11076,0
Nat.min_add_right_self,0,UNKNOWN,12,11076,0
Nat.mod_two_ne_one,0,UNKNOWN,11,11072,0
Nat.lt_of_div_lt_div,0,UNKNOWN,11,11077,0
Nat.two_pow_succ,0,UNKNOWN,4,11074,0
Nat.eq_sub_of_add_eq,0,UNKNOWN,3,11077,0
Nat.mul_add_mul_div_of_dvd,0,UNKNOWN,16,11076,0
Nat.div_ne_zero_iff_of_dvd,0,UNKNOWN,18,11078,0
Nat.mul_lt_mul_of_le_of_lt,0,UNKNOWN,10,11072,0
Nat.div_div_self,0,UNKNOWN,16,11071,1
Nat.add_mod_eq_add_mod_right,0,UNKNOWN,11,11074,1
Nat.le_one_iff_eq_zero_or_eq_one,0,UNSAT,15,353,0
Nat.eq_div_of_mul_eq_left,0,UNKNOWN,12,11077,0
Nat.min_right_comm,0,UNKNOWN,12,7115,1
Nat.sub_mul_mod,0,UNKNOWN,16,11079,1
Nat.pos_of_lt_mul_right,0,UNKNOWN,10,11077,0
Nat.mod_add_mod,0,UNKNOWN,18,11078,1
Nat.sub_one_add_self,0,UNKNOWN,5,10223,0
Nat.not_succ_lt_self,0,UNKNOWN,21,11070,0
Nat.lt_mul_self_iff,0,UNKNOWN,14,11076,0
Nat.one_le_pow,0,UNKNOWN,10,11078,0
Nat.mul_left_inj,0,UNKNOWN,5,11073,0
Nat.pos_of_lt_add_left,0,UNKNOWN,11,11074,0
Nat.pow_le_pow_iff_right,0,UNKNOWN,11,11126,1
Nat.add_sub_cancel_right,0,UNKNOWN,4,10270,0
Nat.le_add_pred_of_pos,0,UNKNOWN,19,11076,0
Nat.mul_lt_mul_of_lt_of_le',0,UNKNOWN,15,11072,0
Nat.le_sub_iff_add_le',0,UNKNOWN,17,11074,0
Nat.forall_lt_succ_right',0,UNSAT,11,8367,0
Nat.max_left_comm,0,UNKNOWN,20,7818,1
Nat.pow_two,0,UNKNOWN,5,11076,1
Nat.div_le_div_of_mul_le_mul,0,UNKNOWN,11,11080,0
Nat.lt_one_add_iff,0,UNKNOWN,15,11079,1
Nat.div_mul_div_le_div,0,UNKNOWN,19,11073,0
Nat.mul_div_cancel_left',0,UNKNOWN,10,11077,0
Nat.mul_lt_mul_of_lt_of_le,0,UNKNOWN,17,11076,0
Nat.right_eq_add,0,UNKNOWN,3,10277,0
Nat.eq_zero_of_le_div_two,0,UNKNOWN,18,11076,0
Nat.instAssociativeMin,0,UNKNOWN,21,6966,1
Nat.mul_eq_right,0,UNKNOWN,6,11082,0
Nat.exists_lt_succ_left',0,UNKNOWN,18,11074,0
Nat.eq_zero_of_dvd_of_lt,0,UNKNOWN,17,11069,0
Nat.mul_div_eq_iff_dvd,0,UNKNOWN,16,11075,0
Nat.zero_shiftRight,0,UNKNOWN,21,11178,0
Nat.mul_right_comm,0,UNKNOWN,3,11076,1
Nat.one_le_of_lt,0,UNKNOWN,14,10223,0
Nat.mod_two_bne_one,0,UNKNOWN,20,11083,0
Nat.one_lt_succ_succ,0,UNKNOWN,16,10225,0
Nat.lt_of_lt_pred,0,UNSAT,19,103,0
Nat.instIdempotentOpMin,0,UNKNOWN,14,6670,0
Nat.max_min_distrib_right,0,UNKNOWN,15,6667,0
Nat.eq_div_of_mul_eq_right,0,UNKNOWN,12,11076,0
Nat.sub_succ',0,UNSAT,4,52,0
Nat.div_dvd_iff_dvd_mul,0,UNKNOWN,18,11066,0
Nat.mul_le_add_right,0,UNKNOWN,9,11075,1
Nat.div_eq_sub_mod_div,0,UNKNOWN,12,11075,0
