theorem,mutant,result,encoding,nunchaku,recovery
Fin.pred_add_one,0,UNKNOWN,15,11076,0
Fin.castLT_castAdd,0,UNSAT,10,53,0
Fin.forall_iff,0,UNSAT,17,52,0
Fin.castLE_comp_castLE,0,UNSAT,12,953,0
Fin.last_eq_zero_iff,0,UNSAT,19,53,0
Fin.castSucc_castLT,0,UNSAT,18,52,1
Fin.coe_castSucc,0,UNSAT,29,55,0
Fin.natAdd_zero,0,UNKNOWN,30,10227,1
Fin.addCases_left,0,ERR_ENCODING,1,0,0
Fin.zero_mul,0,UNKNOWN,17,10324,0
Fin.subNat_addNat,0,UNKNOWN,13,10221,1
Fin.mul_ofNat,0,UNKNOWN,23,11077,1
Fin.add_ofNat,0,UNKNOWN,18,11075,1
Fin.val_add,0,UNSAT,12,203,0
Fin.cast_natAdd_zero,0,UNKNOWN,12,10277,0
Fin.addNat_last,0,UNSAT,7,154,0
Fin.instLawfulIdentityHMulOfNat,0,UNKNOWN,60,11080,0
Fin.le_coe_natAdd,0,UNKNOWN,11,10223,0
Fin.rev_inj,0,UNKNOWN,13,11078,1
Fin.mk_lt_mk,0,UNSAT,12,102,0
Fin.mod_val,0,UNSAT,12,152,0
Fin.addNat_mk,0,UNSAT,16,53,0
Fin.eq_zero_or_eq_succ,0,UNKNOWN,22,11084,0
Fin.cast_addNat_zero,0,UNSAT,17,53,0
Fin.lt_iff_le_and_ne,0,UNKNOWN,15,11071,0
Fin.add_one_pos,0,UNKNOWN,19,11076,0
Fin.eq_succ_of_ne_zero,0,UNKNOWN,14,11074,0
Fin.mk_eq_zero,0,UNSAT,24,503,1
Fin.is_le,0,UNKNOWN,20,11080,0
Fin.coe_castLE,0,UNSAT,12,52,0
Fin.cases_succ,0,ERR_ENCODING,0,0,0
Fin.rev_lt_rev,0,UNKNOWN,11,11075,1
Fin.rev_castAdd,0,UNKNOWN,11,11079,0
Fin.succ_succ_ne_one,0,UNSAT,12,53,0
Fin.castSucc_lt_castSucc_iff,0,UNSAT,13,1654,0
Fin.cast_succ_eq,0,UNSAT,23,53,0
Fin.eq_last_of_not_lt,0,UNSAT,17,104,0
Fin.lt_of_lt_of_le,0,UNKNOWN,30,11070,0
Fin.val_neg,0,UNKNOWN,20,11076,1
Fin.castSucc_fin_succ,0,UNSAT,25,453,0
Fin.fin_one_eq_zero,0,UNSAT,17,52,0
Fin.pos_iff_nonempty,0,UNKNOWN,13,11075,0
Fin.cases_zero,0,ERR_ENCODING,1,0,0
Fin.castSucc_ne_zero_iff,0,UNSAT,17,52,0
Fin.exists_castSucc_eq,0,SAT,15,53,0
Fin.val_mul,0,UNSAT,12,303,0
Fin.zero_eq_last_iff,0,UNSAT,26,55,0
Fin.exists_fin_two,0,SAT,20,407,0
Fin.succ_le_succ_iff,0,UNKNOWN,37,11077,0
Fin.induction_succ,0,ERR_ENCODING,1,0,0
Fin.coeSucc_eq_succ,0,UNKNOWN,13,11081,1
Fin.add_one_le_iff,0,UNKNOWN,20,11079,0
Fin.pred_eq_iff_eq_succ,0,UNKNOWN,19,10227,0
Fin.zero_eq_one_iff,0,UNSAT,18,53,0
Fin.cast_castAdd_right,0,UNSAT,14,52,0
Fin.subsingleton_one,0,UNSAT,12,52,0
Fin.subNat_zero,0,UNSAT,15,103,0
Fin.lt_or_eq_of_le,0,UNKNOWN,16,11070,0
Fin.coe_sub,0,UNSAT,13,152,0
Fin.val_one,0,UNSAT,12,52,0
Fin.castLT_castSucc,0,UNSAT,12,102,0
Fin.val_zero,0,UNSAT,24,55,0
Fin.cast_zero,0,UNSAT,47,1309,0
Fin.mk_lt_of_lt_val,0,UNSAT,26,203,0
Fin.ext,0,UNSAT,16,103,0
Fin.le_refl,0,UNSAT,21,53,0
Fin.rev_castSucc,0,UNKNOWN,28,11075,0
Fin.instIsLinearOrder,0,UNKNOWN,24,11070,0
Fin.lt_iff_val_lt_val,0,UNSAT,20,52,0
Fin.le_of_lt,0,UNKNOWN,9,11060,0
Fin.pred_inj,0,UNSAT,14,5414,0
Fin.castAdd_zero,0,UNSAT,16,52,0
Fin.castSucc_zero,0,UNSAT,21,52,1
Fin.last_pos,0,UNKNOWN,13,10268,0
Fin.mk_succ_pos,0,UNKNOWN,16,10275,0
Fin.is_lt,0,UNSAT,11,53,0
Fin.coe_natAdd,0,UNSAT,12,53,0
Fin.castAdd_mk,0,UNSAT,13,52,1
Fin.cast_castSucc,0,UNSAT,21,1005,0
Fin.natAdd_cast,0,UNSAT,37,55,1
Fin.instAssociativeHMul,0,UNKNOWN,44,11080,0
Fin.modn_val,0,UNSAT,12,52,0
Fin.mk_le_mk,0,UNKNOWN,14,11077,0
Fin.sub_val_of_le,0,UNKNOWN,12,11077,0
Fin.one_eq_zero_iff,0,UNSAT,13,53,0
Fin.pred_lt_pred_iff,0,UNKNOWN,15,11077,0
Fin.castSucc_succ,0,UNSAT,12,53,0
Fin.le_trans,0,UNKNOWN,20,11083,0
Fin.lastCases_castSucc,0,ERR_ENCODING,1,0,0
Fin.ofNat_val_eq_self,0,UNKNOWN,18,11071,0
Fin.rev_addNat,0,UNKNOWN,12,11077,0
Fin.ofNat_sub,0,UNKNOWN,25,11079,1
Fin.one_pos,0,UNSAT,16,203,0
Fin.addNat_subNat,0,UNKNOWN,12,11073,1
Fin.castLE_of_eq,0,UNSAT,11,52,0
Fin.castSucc_one,0,UNSAT,16,52,0
Fin.le_castSucc_iff,0,UNKNOWN,12,11082,1
Fin.cast_addNat_left,0,UNSAT,20,102,0
Fin.addCases_right,0,ERR_ENCODING,1,0,0
Fin.le_antisymm_iff,0,UNKNOWN,10,11082,0
Fin.zero_lt_one,0,UNSAT,13,53,0
Fin.cast_castLE,0,UNSAT,18,52,0
Fin.mul_one,0,UNKNOWN,16,11076,1
Fin.instLawfulOrderLT,0,UNKNOWN,21,11080,0
Fin.coe_subNat,0,UNSAT,15,52,0
Fin.castSucc_castLE,0,UNSAT,15,52,0
Fin.succ_pred,0,UNSAT,19,52,1
Fin.castSucc_lt_succ,0,UNSAT,12,708,0
Fin.ofNat_self,0,UNKNOWN,39,10278,1
Fin.lt_asymm,0,UNKNOWN,19,11080,0
Fin.succ_mk,0,UNSAT,17,403,0
Fin.pred_castSucc_succ,0,UNSAT,13,553,0
Fin.succ_cast_eq,0,UNSAT,15,103,0
Fin.is_le',0,UNKNOWN,13,11082,0
Fin.le_or_lt,0,UNKNOWN,16,11077,0
Fin.pos',0,UNKNOWN,18,11074,0
Fin.mul_assoc,0,UNKNOWN,17,11079,1
Fin.castLT_mk,0,UNSAT,10,52,0
Fin.last_add_one,0,UNKNOWN,17,10227,1
Fin.castSucc_natAdd,0,UNSAT,14,53,0
Fin.pred_one,0,UNSAT,18,53,0
Fin.add_def,0,UNSAT,14,103,0
Fin.le_antisymm,0,UNKNOWN,14,11077,0
Fin.le_coe_addNat,0,UNKNOWN,12,11080,0
Fin.not_lt_zero,0,UNSAT,15,52,0
Fin.castAdd_cast,0,UNSAT,15,52,0
Fin.sub_eq_add_neg,0,UNKNOWN,13,11076,1
Fin.subsingleton_zero,0,UNSAT,15,52,0
Fin.le_rfl,0,UNSAT,16,53,0
Fin.val_lt_last,0,UNSAT,11,52,0
Fin.lt_trans,0,UNKNOWN,12,11069,0
Fin.natAdd_eq_addNat,0,UNKNOWN,20,11080,1
Fin.exists_fin_succ,0,UNKNOWN,12,11076,0
Fin.zero_ne_one,0,UNSAT,15,52,1
Fin.succ_last,0,UNSAT,3,53,0
Fin.succ_zero_eq_one,0,UNSAT,12,352,0
Fin.val_eq_zero,0,UNSAT,21,54,0
Fin.castLE_mk,0,UNSAT,13,52,1
Fin.cast_natAdd_right,0,UNSAT,28,1206,0
Fin.addNat_cast,0,UNSAT,18,152,0
Fin.last_le_iff,0,UNKNOWN,21,11077,0
Fin.cast_castLT,0,UNSAT,20,53,0
Fin.succ_castSucc,0,UNSAT,19,52,0
Fin.addNat_zero,0,UNSAT,11,52,0
Fin.lt_irrefl,0,UNKNOWN,19,11073,0
Fin.sub_ofNat,0,UNSAT,26,53,0
Fin.eta,0,UNSAT,15,52,0
Fin.succ_pos,0,UNKNOWN,12,10274,0
Fin.succ_one_eq_two,0,UNSAT,18,53,0
Fin.le_total,0,UNKNOWN,11,11081,0
Fin.le_of_eq,0,UNSAT,22,52,0
Fin.eq_or_lt_of_le,0,UNKNOWN,11,11077,1
Fin.reverseInduction_last,0,ERR_ENCODING,2,0,0
Fin.cast_mk,0,UNSAT,13,53,0
Fin.lt_def,0,UNSAT,15,52,0
Fin.zero_add,0,UNKNOWN,17,11078,1
Fin.cast_addNat_right,0,UNKNOWN,25,11073,1
Fin.castAdd_castAdd,0,UNSAT,18,53,0
Fin.sub_def,0,UNSAT,16,102,0
Fin.castLE_castLE,0,UNSAT,15,53,0
Fin.coe_sub_iff_lt,0,UNKNOWN,17,11086,0
Fin.castSucc_mk,0,UNSAT,17,52,0
Fin.sub_self,0,UNKNOWN,19,11077,0
Fin.subNat_one_succ,0,UNSAT,20,53,0
Fin.rev_le_rev,0,UNKNOWN,15,11076,1
Fin.le_def,0,UNKNOWN,16,11071,0
Fin.cases_succ',0,ERR_ENCODING,1,0,0
Fin.exists_fin_one,0,SAT,10,103,0
Fin.ofNat_mul,0,UNKNOWN,15,11077,0
Fin.cast_cast,0,UNSAT,11,52,0
Fin.not_lt,0,UNKNOWN,16,11078,0
Fin.pred_succ,0,UNSAT,19,52,0
Fin.val_add_one,0,UNKNOWN,15,11061,0
Fin.ite_val,0,UNSAT,14,53,0
Fin.induction_zero,0,ERR_ENCODING,2,0,0
Fin.rev_rev,0,UNKNOWN,11,11075,0
Fin.subNat_mk,0,UNSAT,22,103,0
Fin.lt_of_le_of_lt,0,UNKNOWN,12,11080,0
Fin.cast_addNat,0,UNKNOWN,17,11077,1
Fin.succRecOn_zero,0,ERR_ENCODING,0,0,0
Fin.coe_castLT,0,UNSAT,10,52,0
Fin.ofNat_zero,0,UNSAT,20,52,0
Fin.mk_val,0,UNSAT,11,52,0
Fin.reverseInduction_castSucc,0,ERR_ENCODING,1,0,0
Fin.rev_zero,0,UNSAT,14,755,0
